,0
software verification and,1
to software verification,1
limited to software,1
are not limited,1
but are not,1
include but are,1
will include but,1
responsibilities will include,1
primary responsibilities will,1
md primary responsibilities,1
aberdeen md primary,1
in aberdeen md,1
facility in aberdeen,1
customer facility in,1
a customer facility,1
at a customer,1
support at a,1
onsite support at,1
providing onsite support,1
stakeholders providing onsite,1
external stakeholders providing,1
and external stakeholders,1
with internal and,1
effectively with internal,1
work effectively with,1
to work effectively,1
communication skills and,1
have strong written,1
detail have strong,1
to detail have,1
attentive to detail,1
be attentive to,1
skills be attentive,1
organizational skills be,1
strong organizational skills,1
have strong organizational,1
also have strong,1
candidates also have,1
ideal candidates also,1
architectures ideal candidates,1
and architectures ideal,1
services and architectures,1
systems services and,1
applications systems services,1
gots applications systems,1
offtheshelf gots applications,1
government offtheshelf gots,1
and government offtheshelf,1
cots and government,1
offtheshelf cots and,1
commercial offtheshelf cots,1
for commercial offtheshelf,1
testing for commercial,1
unit testing for,1
and unit testing,1
testing and unit,1
interoperability testing and,1
testing interoperability testing,1
integration testing interoperability,1
optimize integration testing,1
and optimize integration,1
testing and optimize,1
for testing and,1
requirements for testing,1
emerging requirements for,1
and emerging requirements,1
current and emerging,1
address current and,1
will address current,1
upgrades will address,1
procedures upgrades will,1
and procedures upgrades,1
suites and procedures,1
upgrading test suites,1
for upgrading test,1
requirements for upgrading,1
to requirements for,1
related to requirements,1
systems related to,1
mc systems related,1
command mc systems,1
mission command mc,1
dcgsa and mission,1
regarding dcgsa and,1
recommendations regarding dcgsa,1
provide recommendations regarding,1
to provide recommendations,1
team to provide,1
the team to,1
with the team,1
work with the,1
will work with,1
you will work,1
as a test,1
clearance as a,1
tssci clearance as,1
an active tssci,1
requires an active,1
position requires an,1
program this position,1
army program this,1
us army program,1
fastpaced us army,1
visible fastpaced us,1
highly visible fastpaced,1
a highly visible,1
support a highly,1
to support a,1
team to support,1
our team to,1
join our team,1
engineer to join,1
for a test,1
exciting opportunity for,1
an exciting opportunity,1
has an exciting,1
leidos has an,1
description leidos has,1
httpswwwlinkedincomsharearticleminitrueurlhttps3a2f2fcareersleidoscom2f2fjobs2f5387431testengineeriititletest20engineer20iisourcehttps3a2f2fcareersleidoscom2f description job,1
linkedin httpswwwlinkedincomsharearticleminitrueurlhttps3a2f2fcareersleidoscom2f2fjobs2f5387431testengineeriititletest20engineer20iisourcehttps3a2f2fcareersleidoscom2f description,1
to linkedin httpswwwlinkedincomsharearticleminitrueurlhttps3a2f2fcareersleidoscom2f2fjobs2f5387431testengineeriititletest20engineer20iisourcehttps3a2f2fcareersleidoscom2f,1
linkedinshare to linkedin,1
httpstwittercomintenttweeturlhttps3a2f2fcareersleidoscom2f2fjobs2f5387431testengineeriitexttest20engineer20ii2020leidos linkedinshare to,1
twitter httpstwittercomintenttweeturlhttps3a2f2fcareersleidoscom2f2fjobs2f5387431testengineeriitexttest20engineer20ii2020leidos linkedinshare,1
to twitter httpstwittercomintenttweeturlhttps3a2f2fcareersleidoscom2f2fjobs2f5387431testengineeriitexttest20engineer20ii2020leidos,1
twittershare to twitter,1
httpwwwfacebookcomsharerphpuhttps3a2f2fcareersleidoscom2fjobs2f5387431testengineeriittest20engineer20ii20in20aberdeen2c20md2020leidos twittershare to,1
facebook httpwwwfacebookcomsharerphpuhttps3a2f2fcareersleidoscom2fjobs2f5387431testengineeriittest20engineer20ii20in20aberdeen2c20md2020leidos twittershare,1
to facebook httpwwwfacebookcomsharerphpuhttps3a2f2fcareersleidoscom2fjobs2f5387431testengineeriittest20engineer20ii20in20aberdeen2c20md2020leidos,1
facebookshare to facebook,1
on facebookshare to,1
share on facebookshare,1
ii20in20aberdeen20maryland0d0ahttpscareersleidoscomjobs5387431testengineerii share on,1
engineer ii20in20aberdeen20maryland0d0ahttpscareersleidoscomjobs5387431testengineerii share,1
jobbodytest engineer ii20in20aberdeen20maryland0d0ahttpscareersleidoscomjobs5387431testengineerii,1
leidos jobbodytest engineer,1
this leidos jobbodytest,1
in this leidos,1
interested in this,1
be interested in,1
may be interested,1
mailtosubjectyou may be,1
mail mailtosubjectyou may,1
share mail mailtosubjectyou,1
javascriptsavejobr00036480 share mail,1
saved javascriptsavejobr00036480 share,1
javascriptvoid0 save job,1
now javascriptvoid0 save,1
apply now javascriptvoid0,1
defense apply now,1
group defense apply,1
eligible group defense,1
httpswwwleidoscomcareerserp eligible group,1
eligibility httpswwwleidoscomcareerserp eligible,1
referral eligibility httpswwwleidoscomcareerserp,1
secretsci referral eligibility,1
top secretsci referral,1
clearance required top,1
day potential for,1
shift day potential,1
time shift day,1
the time shift,1
required yes 10,1
travel required yes,1
time travel required,1
full time travel,1
ftpt full time,1
schedule ftpt full,1
assurance schedule ftpt,1
quality assurance schedule,1
category testing and,1
md category testing,1
aberdeen md category,1
location aberdeen md,1
r00036480 location aberdeen,1
job r00036480 location,1
ii job r00036480,1
engineer ii job,1
ii test engineer,1
engineer ii test,1
httpscareersleidoscomsearchjobsinmdmarylandqquality test engineer,1
results httpscareersleidoscomsearchjobsinmdmarylandqquality test,1
search results httpscareersleidoscomsearchjobsinmdmarylandqquality,1
job search results,1
httpscareersleidoscom job search,1
careers httpscareersleidoscom job,1
httpswwwleidoscom careers httpscareersleidoscom,1
home httpswwwleidoscom careers,1
httpswwwleidoscomcontact home httpswwwleidoscom,1
contact httpswwwleidoscomcontact home,1
httpscareersleidoscompagessavedjobs global httpswwwleidoscomcompanyglobal,1
jobs httpscareersleidoscompagessavedjobs global,1
saved jobs httpscareersleidoscompagessavedjobs,1
httpscareersleidoscom saved jobs,1
careers httpscareersleidoscom saved,1
httpswwwleidoscominsights careers httpscareersleidoscom,1
insights httpswwwleidoscominsights careers,1
httpswwwleidoscomcompetencies insights httpswwwleidoscominsights,1
competencies httpswwwleidoscomcompetencies insights,1
httpswwwleidoscommarkets competencies httpswwwleidoscomcompetencies,1
markets httpswwwleidoscommarkets competencies,1
httpswwwleidoscomcompany markets httpswwwleidoscommarkets,1
company httpswwwleidoscomcompany markets,1
httpswwwleidoscomcontact company httpswwwleidoscomcompany,1
contact httpswwwleidoscomcontact company,1
httpswwwleidoscom global httpswwwleidoscomcompanyglobal,1
logo httpswwwleidoscom global,1
leidos logo httpswwwleidoscom,1
start leidos logo,1
network start leidos,1
talent network start,1
our talent network,1
javascriptvoid0 join our,1
window javascriptvoid0 join,1
close window javascriptvoid0,1
thoughts close window,1
your thoughts close,1
in your thoughts,1
virus in your,1
the virus in,1
by the virus,1
impacted by the,1
those impacted by,1
keep those impacted,1
please keep those,1
defines please keep,1
that defines please,1
good that defines,1
common good that,1
the common good,1
and the common,1
another and the,1
one another and,1
for one another,1
concern for one,1
and concern for,1
care and concern,1
the care and,1
with the care,1
this with the,1
do this with,1
will do this,1
we will do,1
together we will,1
time together we,1
this time together,1
through this time,1
way through this,1
our way through,1
find our way,1
will find our,1
we will find,1
day we will,1
each day we,1
do each day,1
we do each,1
important work we,1
the important work,1
to the important,1
have to the,1
commitment we have,1
the commitment we,1
as the commitment,1
well as the,1
community as well,1
our community as,1
of our community,1
strength of our,1
the strength of,1
and the strength,1
values and the,1
our values and,1
by our values,1
guided by our,1
that guided by,1
confident that guided,1
are confident that,1
we are confident,1
before we are,1
moments before we,1
challenging moments before,1
confronted challenging moments,1
have confronted challenging,1
we have confronted,1
world we have,1
a world we,1
as a world,1
country as a,1
a country as,1
as a country,1
company as a,1
a company as,1
as a company,1
mailtochrisascalialeidoscom as a,1
chrisascalialeidoscom mailtochrisascalialeidoscom as,1
at chrisascalialeidoscom mailtochrisascalialeidoscom,1
acquisition at chrisascalialeidoscom,1
talent acquisition at,1
of talent acquisition,1
president of talent,1
vice president of,1
senior vice president,1
leidos’ senior vice,1
scalia leidos’ senior,1
chris scalia leidos’,1
to chris scalia,1
email to chris,1
system if you,1
automated system if,1
leidoscom automated system,1
by leidoscom automated,1
generated by leidoscom,1
are generated by,1
that are generated,1
hiring process and,1
the hiring process,1
of the hiring,1
money as part,1
advance money as,1
ever advance money,1
leidos ever advance,1
will leidos ever,1
nor will leidos,1
process nor will,1
application process nor,1
myspace leidos will,1
or myspace leidos,1
whatsapp or myspace,1
as whatsapp or,1
such as whatsapp,1
media such as,1
social media such,1
based social media,1
chat based social,1
or chat based,1
text or chat,1
via text or,1
offers via text,1
extend offers via,1
or extend offers,1
interviews or extend,1
conduct interviews or,1
not conduct interviews,1
do not conduct,1
we do not,1
leader we do,1
new leader we,1
potential new leader,1
